Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital_name,Coalition
57,4,12,9,10,1,0,1,5,0,1,53,41,8,1,11/5/2020,12,340091,Cone Health Annie Penn Hospital,THPC
0,5,14,17,26,3,1,0,1,3,1,261,106,9,9,11/8/2020,155,340027,UNC Lenoir Hospital,EHPC
51,1,16,13,15,24,0,6,3,3,0,154,125,15,2,11/3/2020,29,340039,Iredell Health System,THPC
21,2,20,9,10,2,0,0,16,1,3,154,125,18,1,10/24/2020,29,340091,Cone Health Wesley Long Hospital,THPC
23,1,8,4,9,17,0,4,0,0,0,60,57,7,5,11/1/2020,3,340107,Vidant Edgecombe Hospital,EHPC
16,0,8,9,13,16,1,3,0,2,0,108,99,8,4,11/9/2020,9,340008,Scotland Health Care System,MHPC
0,0,0,2,2,0,0,0,0,1,0,6,2,0,0,10/9/2020,4,341320,Alleghany Memorial Hospital,THPC
16,2,8,10,12,12,0,2,0,1,0,104,87,6,2,11/14/2020,17,340008,Scotland Health Care System,MHPC
0,0,0,2,2,0,0,0,2,0,0,15,5,0,0,10/21/2020,10,340084,Atrium Health - Anson,MHPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,11/28/2020,12,341327,Dosher Memorial Hospital,SHPR
0,0,9,3,3,2,0,0,6,0,2,37,18,9,0,10/30/2020,19,341326,Angel Medical Center,MAHPC
0,1,8,0,8,8,0,3,1,1,0,117,46,7,8,11/25/2020,71,340064,WFBMC - Wilkes Regional MC,THPC
60,25,49,90,181,51,0,11,0,6,0,839,712,24,91,11/27/2020,127,340040,Vidant Medical Center,EHPC
16,0,8,10,13,25,0,1,0,1,0,104,88,8,3,11/30/2020,16,340008,Scotland Health Care System,MHPC
0,2,14,15,26,2,1,0,1,2,1,261,133,12,11,11/3/2020,128,340027,UNC Lenoir Hospital,EHPC
73,4,12,8,11,1,0,3,0,1,0,109,49,8,3,10/5/2020,60,340129,Lake Norman Regional Medical Center,MHPC
21,2,20,6,10,1,0,0,4,0,1,154,108,18,4,10/4/2020,46,340091,Cone Health Wesley Long Hospital,THPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,11/6/2020,12,341327,Dosher Memorial Hospital,SHPR
0,4,6,2,2,0,0,0,0,0,0,19,10,2,0,11/6/2020,9,341322,St. Lukes Hospital,MAHPC
0,4,14,16,26,1,0,0,1,1,3,261,99,10,10,11/7/2020,162,340027,UNC Lenoir Hospital,EHPC
20,2,16,4,14,24,0,5,0,0,0,138,134,14,10,11/13/2020,4,340126,Wilson Medical Center,EHPC
12,0,0,2,2,0,0,0,0,0,0,6,2,0,0,11/22/2020,4,341304,Vidant Bertie Hospital,EHPC
49,1,8,19,21,6,0,2,2,2,1,264,145,7,2,10/16/2020,119,340183,Novant Health - Huntersville,MHPC
,,,,,,,,,,,,,,,10/31/2020,,340039,Iredell Health System,THPC
46,13,136,241,295,25,2,11,2,2,12,784,668,123,54,11/5/2020,116,340061,UNC Medical Center,MCRHC
37,1,12,9,14,0,0,2,13,0,7,142,141,11,5,11/18/2020,1,340042,Onslow Memorial Hospital,EHPC
63,3,17,33,43,21,0,0,5,1,2,249,148,14,10,10/10/2020,101,340010,Wayne UNC Health Care,EHPC
10,0,8,7,9,0,0,2,0,0,0,70,63,8,2,10/24/2020,7,340099,Vidant Roanoke Chowan Hospital,EHPC
31,1,4,23,24,3,0,0,1,1,0,71,52,3,1,11/7/2020,19,340014,Novant Health - Forsyth MC,THPC
35,0,16,15,26,24,0,9,1,4,1,200,108,16,11,11/8/2020,92,340143,Catawba Valley Medical Center,THPC
44,3,6,6,7,0,0,1,0,0,0,88,48,3,1,11/7/2020,40,340023,Park Ridge Health (Advent Health),MAHPC
0,0,5,2,2,3,0,2,0,0,0,12,12,5,0,10/5/2020,0,341322,St. Lukes Hospital,MAHPC
177,45,134,39,105,35,2,15,6,3,0,922,620,89,66,11/2/2020,302,340047,Wake Forest Baptist MC – Winston Campus,THPC
44,2,6,5,7,0,0,4,0,0,0,88,53,4,2,10/27/2020,35,340023,Park Ridge Health (Advent Health),MAHPC
5,0,0,0,1,0,0,0,0,0,0,12,9,0,1,11/6/2020,3,341314,Washington Regional Medical Center,EHPC
4,4,8,6,6,4,1,1,0,0,0,53,29,4,0,11/5/2020,24,340115,FirstHealth Richmond Memorial Hospital,MCRHC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,11/16/2020,12,341327,Dosher Memorial Hospital,SHPR
12,3,10,8,12,1,0,5,0,1,0,96,88,7,4,11/14/2020,8,340051,Watauga Medical Center,THPC
0,4,4,4,4,3,0,0,1,1,0,49,15,0,0,10/21/2020,34,340188,Cape Fear Valley Hoke Hospital,MCRHC
2,1,12,22,26,5,0,1,0,2,2,86,63,11,4,10/15/2020,23,340041,UNC- Caldwell Memorial Hospital,THPC
72,0,8,16,17,72,1,7,19,5,0,70,70,8,1,11/15/2020,0,340091,Women's Hospital,THPC
24,3,8,31,34,8,0,2,16,0,0,126,80,5,3,11/27/2020,46,340166,Atrium Health - University,MHPC
20,13,23,49,56,13,0,3,0,1,0,309,91,10,7,11/8/2020,218,340131,CarolinaEast Medical Center,EHPC
16,1,10,12,12,1,0,0,0,1,1,110,88,9,0,10/10/2020,22,340184,Haywood Hospital,MAHPC
0,0,0,1,1,0,0,0,0,1,0,8,6,0,0,10/10/2020,2,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
29,3,8,15,15,7,0,1,0,0,0,81,61,5,0,10/6/2020,20,340097,Hugh Chatham Memorial Hospital,THPC
277,40,111,58,130,23,1,8,0,1,3,869,759,71,72,10/18/2020,110,340030,Duke University Hospital,DHPC
20,4,6,4,4,0,0,0,1,0,1,18,12,2,0,11/9/2020,6,340159,Person Memorial Hospital,DHPC
24,2,20,8,10,7,0,1,13,2,2,151,130,18,2,10/29/2020,21,340091,Cone Health Wesley Long Hospital,THPC
32,10,21,39,45,28,1,5,0,5,9,277,135,11,6,11/28/2020,142,340147,Nash Health Care System,EHPC
44,3,6,5,7,0,0,1,0,0,0,88,68,3,2,11/5/2020,20,340023,Park Ridge Health (Advent Health),MAHPC
0,0,0,2,2,0,0,0,0,0,0,15,6,0,0,10/29/2020,9,340084,Atrium Health - Anson,MHPC
22,27,59,28,34,8,1,4,4,0,10,177,87,32,6,10/3/2020,90,340090,Johnston UNC Health Care,CapRAC
13,12,20,28,29,0,0,0,28,0,8,219,143,8,1,10/15/2020,76,340113,Atrium Health - Main,MHPC
64,6,15,23,25,9,0,2,1,2,1,182,129,9,2,11/15/2020,53,340073,Duke Raleigh Hospital,DHPC
25,6,24,17,24,18,0,6,0,3,0,204,178,18,7,11/27/2020,26,340116,Frye Regional MC,THPC
37,5,12,11,14,0,0,1,4,0,0,142,126,7,3,10/3/2020,16,340042,Onslow Memorial Hospital,EHPC
35,0,16,12,26,30,0,9,4,4,3,200,144,16,14,11/11/2020,56,340143,Catawba Valley Medical Center,THPC
8,0,0,5,5,1,0,0,0,0,1,17,11,0,0,11/4/2020,6,341324,The Outer Banks Hospital,EHPC
7,0,0,4,4,1,0,0,0,1,0,25,13,0,0,11/5/2020,12,341327,Dosher Memorial Hospital,SHPR
0,0,0,2,2,0,0,0,4,0,0,15,6,0,0,10/27/2020,9,340084,Atrium Health - Anson,MHPC
21,3,20,8,10,0,0,0,16,0,2,154,127,17,2,11/4/2020,27,340091,Cone Health Wesley Long Hospital,THPC
48,0,18,28,36,24,0,6,0,3,0,291,214,18,8,11/14/2020,77,340155,Duke Regional Hospital,DHPC
32,10,21,38,45,28,0,5,0,3,8,277,127,11,7,11/2/2020,150,340147,Nash Health Care System,EHPC
22,9,59,30,34,18,0,8,1,1,7,177,128,50,4,10/29/2020,49,340090,Johnston UNC Health Care,CapRAC
0,7,10,7,9,6,0,2,7,0,3,125,35,3,2,11/8/2020,90,340013,Rutherford Regional Hospital,MAHPC
54,2,8,5,5,0,0,3,3,0,1,107,105,6,0,11/19/2020,2,340060,UNC Rockingham Hospital,THPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10/27/2020,0,341316,Highlands Cashiers Hospital,MAHPC
12,2,27,36,47,63,0,2,0,11,4,427,382,25,11,10/13/2020,45,340032,CaroMont Health,MHPC
40,4,10,14,16,4,0,1,3,0,3,98,66,6,2,11/7/2020,32,340109,Sentara Albemarle Medical Center,EHPC
12,2,27,28,47,37,3,3,0,3,5,429,401,25,19,11/10/2020,28,340032,CaroMont Health,MHPC
21,1,20,7,10,1,0,0,6,0,3,154,131,19,3,10/6/2020,23,340091,Cone Health Wesley Long Hospital,THPC
23,6,28,12,22,15,0,4,0,4,0,285,191,22,10,11/17/2020,94,340004,WFBMC- High Point MC,THPC
0,1,8,24,35,0,0,0,0,0,0,93,56,7,11,10/19/2020,37,342014,Highsmith-Rainey Specialty Hospital,MCRHC
12,0,10,8,13,19,0,6,0,1,0,96,78,10,5,11/30/2020,18,340051,Watauga Medical Center,THPC
12,0,4,3,4,8,0,4,0,1,0,29,18,4,1,10/15/2020,11,341318,Vidant Chowan Hospital,EHPC
20,3,16,8,14,29,0,5,0,0,0,138,135,13,6,11/29/2020,3,340126,Wilson Medical Center,EHPC
10,1,10,15,16,2,0,0,13,0,2,84,56,9,1,10/5/2020,28,340119,Atrium Health - Stanly,MHPC
,,,,,,,,,,,,,,,11/18/2020,,101,Naval Medical Center Camp Lejeune,SHPR
13,12,20,28,29,1,0,0,30,0,12,219,141,8,1,10/28/2020,78,340113,Atrium Health - Main,MHPC
0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,10/1/2020,4,341320,Alleghany Memorial Hospital,THPC
57,3,12,7,10,5,1,0,5,1,1,53,38,9,3,11/21/2020,15,340091,Cone Health Annie Penn Hospital,THPC
8,0,0,5,5,2,0,0,4,2,2,17,14,0,0,11/16/2020,3,341324,The Outer Banks Hospital,EHPC
59,1,10,35,39,4,0,0,4,1,2,246,165,9,4,10/6/2020,81,340171,Novant Health - Matthews,MHPC
0,2,9,2,3,2,1,0,1,0,3,37,12,7,1,11/7/2020,25,341326,Angel Medical Center,MAHPC
,,,,,,,,,,,,,,,10/2/2020,,340184,Haywood Hospital,MAHPC
29,1,8,15,15,9,1,2,0,1,0,81,55,7,0,11/19/2020,26,340097,Hugh Chatham Memorial Hospital,THPC
23,0,8,7,9,11,0,2,1,2,1,60,57,8,2,10/8/2020,3,340107,Vidant Edgecombe Hospital,EHPC
64,2,15,18,25,1,0,1,0,0,1,184,150,13,7,10/8/2020,34,340073,Duke Raleigh Hospital,DHPC
40,5,10,16,16,12,0,1,1,1,3,98,62,5,0,11/15/2020,36,340109,Sentara Albemarle Medical Center,EHPC
0,2,8,19,35,0,0,0,1,0,0,93,56,6,16,10/10/2020,37,342014,Highsmith-Rainey Specialty Hospital,MCRHC
,,,,,,,,,,,,,,,11/8/2020,,100,Durham VA,DHPC
18,0,30,37,51,17,0,6,40,1,11,281,242,30,14,10/7/2020,39,340098,Atrium Health - Pineville,MHPC
12,0,10,16,18,11,0,5,0,2,0,54,51,10,2,10/25/2020,3,340186,Vidant Beaufort Hospital,EHPC
0,4,4,4,4,2,0,0,1,0,2,49,13,0,0,11/1/2020,36,340188,Cape Fear Valley Hoke Hospital,MCRHC
5,0,0,0,1,1,0,0,0,0,0,12,8,0,1,10/15/2020,4,341314,Washington Regional Medical Center,EHPC
40,5,10,15,16,12,0,2,1,2,6,98,61,5,1,11/24/2020,37,340109,Sentara Albemarle Medical Center,EHPC
69,0,64,38,59,58,1,14,58,3,5,503,503,64,21,11/23/2020,0,340001,Atrium Health - Cabarrus,MHPC
0,0,0,2,2,6,0,0,1,0,1,32,8,0,0,11/30/2020,24,341329,Blue Ridge Regional Hospital,MAHPC
20,3,6,4,4,0,0,0,1,0,0,18,11,3,0,10/19/2020,7,340159,Person Memorial Hospital,DHPC
18,2,6,5,7,3,0,1,0,0,0,18,9,4,2,10/26/2020,9,340133,Martin General Hospital,EHPC
18,3,14,34,39,10,0,3,12,1,3,176,120,11,5,10/31/2020,56,340130,Atrium Health - Union,MHPC
0,4,4,4,4,6,0,0,2,1,1,49,14,0,0,11/22/2020,35,340188,Cape Fear Valley Hoke Hospital,MCRHC
0,6,10,8,9,5,0,2,8,0,6,125,41,4,1,11/12/2020,84,340013,Rutherford Regional Hospital,MAHPC
12,1,6,13,13,5,0,1,2,0,1,68,50,5,0,10/4/2020,18,340068,Columbus Regional Healthcare System,SHPR
0,6,10,5,9,3,0,4,2,3,2,125,41,4,4,10/4/2020,84,340013,Rutherford Regional Hospital,MAHPC
0,2,10,6,7,0,0,2,2,0,1,78,50,8,1,10/6/2020,28,340003,Northern Regional Hospital,THPC
35,2,16,15,26,29,0,11,3,6,2,200,113,14,11,11/9/2020,87,340143,Catawba Valley Medical Center,THPC
30,2,112,165,230,78,3,25,20,11,3,1037,769,110,65,11/13/2020,268,340014,Novant Health - Forsyth MC,THPC
277,0,62,53,130,25,0,8,0,3,1,850,790,62,77,10/2/2020,60,340030,Duke University Hospital,DHPC
0,4,4,4,4,10,0,0,1,1,2,49,18,0,0,11/25/2020,31,340188,Cape Fear Valley Hoke Hospital,MCRHC
37,6,12,11,14,0,0,1,1,0,2,142,127,6,3,10/5/2020,15,340042,Onslow Memorial Hospital,EHPC
10,0,6,8,8,0,0,3,1,3,0,48,41,6,0,10/7/2020,7,340127,Granville Health System,DHPC
0,0,0,15,15,0,0,0,0,0,0,38,22,0,0,11/11/2020,16,340148,Novant Health - Medical Park Hospital,THPC
31,5,21,39,45,34,0,10,3,3,5,277,137,16,6,10/4/2020,140,340147,Nash Health Care System,EHPC
51,0,16,8,15,34,0,6,0,9,0,154,130,16,7,11/28/2020,24,340039,Iredell Health System,THPC
10,0,7,15,18,2,0,0,1,1,0,77,41,7,3,11/17/2020,36,340190,Novant Health - Mint Hill,THPC
12,0,4,3,4,7,0,4,0,0,0,29,21,4,1,10/14/2020,8,341318,Vidant Chowan Hospital,EHPC
0,0,0,2,2,0,0,0,0,0,0,6,4,0,0,10/25/2020,2,341320,Alleghany Memorial Hospital,THPC
0,4,4,3,3,2,0,0,0,0,1,27,20,0,0,10/20/2020,7,341315,Cape Fear Valley Bladen Hospital,SHPR
69,4,64,51,69,32,1,10,57,2,25,503,453,60,18,10/16/2020,50,340001,Atrium Health - Cabarrus,MHPC
0,0,0,0,0,0,0,0,0,0,0,45,24,0,0,11/30/2020,21,340187,WFBMC- Davie MC,THPC
277,14,107,63,130,48,1,15,1,4,4,868,843,93,67,11/17/2020,25,340030,Duke University Hospital,DHPC
21,4,20,7,10,19,1,1,17,9,5,154,123,16,3,11/20/2020,31,340091,Cone Health Wesley Long Hospital,THPC
143,3,65,25,52,35,2,6,3,2,13,627,538,62,27,11/8/2020,89,340028,Cape Fear Valley Medical Center,MCRHC
0,24,91,49,91,37,0,9,20,4,14,712,574,67,42,11/16/2020,138,340002,Mission Health Hospital,MAHPC
12,3,10,9,12,8,0,4,0,0,0,100,91,7,3,10/13/2020,9,340051,Watauga Medical Center,THPC
65,3,12,16,17,10,0,0,1,0,4,170,135,9,1,11/7/2020,35,340173,Wake Medical Center Cary,CapRAC
27,0,0,13,13,1,0,0,0,0,0,42,37,0,0,11/2/2020,5,340014,Novant Health - Forsyth MC,THPC
20,3,16,10,14,33,1,9,0,0,0,138,132,13,4,11/9/2020,6,340126,Wilson Medical Center,EHPC
16,0,9,9,13,18,1,9,0,2,0,104,86,9,4,10/31/2020,18,340008,Scotland Health Care System,MHPC
0,5,22,48,51,19,0,3,5,4,0,269,165,17,3,11/10/2020,104,340015,Novant Health - Rowan Medical Center,THPC
0,0,0,1,2,5,0,0,0,0,0,32,6,0,1,10/26/2020,26,341329,Blue Ridge Regional Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,8,8,0,0,10/5/2020,0,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
22,20,59,28,34,15,1,3,0,0,4,177,115,39,6,11/12/2020,62,340090,Johnston UNC Health Care,CapRAC
65,1,12,14,17,10,0,2,0,0,2,170,151,11,3,11/21/2020,19,340173,Wake Medical Center Cary,CapRAC
10,0,8,8,9,0,0,2,0,0,0,72,61,8,1,10/14/2020,11,340099,Vidant Roanoke Chowan Hospital,EHPC
16,3,10,10,12,9,0,2,3,2,3,110,80,7,2,11/30/2020,30,340184,Haywood Hospital,MAHPC
0,3,8,7,8,1,0,1,2,0,0,116,40,5,1,10/6/2020,76,340064,WFBMC - Wilkes Regional MC,THPC
0,18,91,50,91,22,0,5,28,3,12,712,591,73,41,10/23/2020,121,340002,Mission Health Hospital,MAHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10/17/2020,18,340156,Cherokee Indian Hospital,MAHPC
30,5,112,168,230,82,4,29,22,8,4,1037,785,107,62,11/10/2020,252,340014,Novant Health - Forsyth MC,THPC
12,0,0,2,2,0,0,0,0,0,0,6,4,0,0,10/27/2020,2,341304,Vidant Bertie Hospital,EHPC
12,4,12,10,11,9,0,3,1,1,0,97,46,8,1,11/26/2020,51,340129,Lake Norman Regional Medical Center,MHPC
10,0,10,16,16,5,0,1,10,1,2,84,84,10,0,11/23/2020,0,340119,Atrium Health - Stanly,MHPC
37,6,12,12,14,0,0,2,8,0,3,142,112,6,2,10/25/2020,30,340042,Onslow Memorial Hospital,EHPC
10,1,10,12,12,1,0,3,4,1,1,89,88,9,0,10/13/2020,1,340142,Carteret General Hospital,EHPC
0,0,0,2,2,0,0,0,0,0,0,6,2,0,0,10/5/2020,4,341320,Alleghany Memorial Hospital,THPC
0,5,25,20,27,19,0,4,0,4,0,295,152,20,7,11/27/2020,143,340050,Southeastern Regional Medical Center,DHPC
59,2,10,34,40,10,0,2,3,2,1,246,170,8,6,10/30/2020,76,340171,Novant Health - Matthews,MHPC
10,2,18,29,41,21,0,7,27,4,14,203,126,16,12,10/31/2020,77,340021,Atrium Health - Cleveland,MHPC
27,0,0,13,13,3,0,0,0,2,0,42,28,0,0,10/27/2020,14,340014,Novant Health - Forsyth MC,THPC
177,27,126,38,105,51,1,15,2,3,0,888,592,99,67,11/30/2020,296,340047,Wake Forest Baptist MC – Winston Campus,THPC
31,7,21,40,45,32,1,9,4,0,8,277,126,14,5,10/8/2020,151,340147,Nash Health Care System,EHPC
10,4,10,14,16,3,0,1,13,0,3,84,53,6,2,11/10/2020,31,340119,Atrium Health - Stanly,MHPC
54,1,8,4,5,1,0,3,3,0,3,107,107,7,1,10/19/2020,0,340060,UNC Rockingham Hospital,THPC
16,1,4,6,6,1,0,0,0,0,0,20,13,3,0,10/30/2020,7,341311,UNC Chatham Hospital,MCRHC
0,0,0,15,15,0,0,0,0,0,0,38,11,0,0,11/9/2020,27,340148,Novant Health - Medical Park Hospital,THPC
18,10,20,16,22,3,0,0,7,2,2,220,126,10,6,10/7/2020,94,340070,Alamance Regional Medical Center,MCRHC
,,,,,,,,,,,,,,,11/11/2020,,100,Durham VA,DHPC
58,5,19,7,9,7,0,7,0,2,0,78,45,14,2,11/3/2020,33,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
32,8,21,39,45,22,0,5,0,0,3,277,129,13,6,11/3/2020,148,340147,Nash Health Care System,EHPC
51,0,16,5,15,39,0,9,0,7,0,154,136,16,10,11/29/2020,18,340039,Iredell Health System,THPC
25,21,24,21,24,13,0,4,0,0,0,204,164,3,3,10/7/2020,40,340116,Frye Regional MC,THPC
29,2,5,26,26,12,0,0,3,1,0,114,69,3,0,11/28/2020,45,340158,Novant Health - Brunswick MC,SHPR
51,4,16,11,15,28,0,8,0,2,0,154,118,12,4,11/23/2020,36,340039,Iredell Health System,THPC
0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,11/19/2020,4,341323,Cannon Hospital,MAHPC
8,4,8,3,5,0,0,0,2,0,0,32,18,4,2,10/24/2020,14,340071,Harnett Health - Central Harnett Hospital,CapRAC
8,4,8,5,5,6,0,1,4,1,0,38,30,4,0,11/24/2020,8,340071,Harnett Health - Central Harnett Hospital,CapRAC
72,0,8,4,6,1,0,2,0,1,0,53,53,8,2,10/5/2020,0,340020,Central Carolina Hospital,CapRAC
11,0,0,2,2,0,0,0,0,0,0,12,6,0,0,10/9/2020,6,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
,,,,,,,,,,,,,,,11/11/2020,,101,Naval Medical Center Camp Lejeune,SHPR
41,16,22,36,37,3,0,0,1,1,1,147,58,6,1,11/26/2020,89,340017,Pardee Hospital,MAHPC
49,0,8,21,22,14,0,2,0,3,0,264,144,8,1,11/8/2020,120,340183,Novant Health - Huntersville,MHPC
64,1,15,20,25,2,1,0,0,1,0,180,127,14,5,10/11/2020,53,340073,Duke Raleigh Hospital,DHPC
,,,,,,,,,,,,,,,10/1/2020,,100,Durham VA,DHPC
0,4,9,3,3,1,0,0,1,0,1,37,10,5,0,10/27/2020,27,341326,Angel Medical Center,MAHPC
0,0,0,1,1,0,0,0,0,0,0,14,4,0,0,11/26/2020,10,341317,LifeBright Community Hospital of Stokes,THPC
40,2,10,13,16,12,0,2,0,1,1,98,62,8,3,11/16/2020,36,340109,Sentara Albemarle Medical Center,EHPC
49,0,8,19,22,9,0,1,1,3,1,264,149,8,3,11/18/2020,115,340183,Novant Health - Huntersville,MHPC
23,0,8,6,9,6,0,4,0,6,0,60,59,8,3,11/9/2020,1,340107,Vidant Edgecombe Hospital,EHPC
20,9,23,52,56,17,0,4,0,1,0,309,193,14,4,11/23/2020,116,340131,CarolinaEast Medical Center,EHPC
23,3,26,13,22,15,0,6,1,2,0,292,190,23,9,10/5/2020,102,340004,WFBMC- High Point MC,THPC
16,0,8,12,13,17,0,4,0,2,0,104,77,8,1,10/12/2020,27,340008,Scotland Health Care System,MHPC
0,0,0,15,15,0,0,0,0,0,0,38,15,0,0,11/21/2020,23,340148,Novant Health - Medical Park Hospital,THPC
32,9,21,42,45,22,0,4,1,1,8,277,117,12,3,11/26/2020,160,340147,Nash Health Care System,EHPC
48,1,20,29,36,35,1,5,0,4,3,294,217,19,7,11/25/2020,77,340155,Duke Regional Hospital,DHPC
72,0,8,5,6,0,0,1,0,0,0,53,53,8,1,10/9/2020,0,340020,Central Carolina Hospital,CapRAC
35,1,16,14,26,25,0,12,1,1,1,200,132,15,12,10/9/2020,68,340143,Catawba Valley Medical Center,THPC
53,2,17,30,43,26,2,2,7,1,8,259,137,15,13,11/22/2020,122,340010,Wayne UNC Health Care,EHPC
,,,,,,,,,,,,,,,10/14/2020,,101,Naval Medical Center Camp Lejeune,SHPR
,,,,,,,,,,,,,,,10/19/2020,,100,Durham VA,DHPC
22,14,58,27,34,16,0,3,1,4,15,176,127,44,7,11/10/2020,49,340090,Johnston UNC Health Care,CapRAC
21,3,20,9,10,1,0,0,15,0,2,154,119,17,1,11/5/2020,35,340091,Cone Health Wesley Long Hospital,THPC
10,3,10,16,16,2,0,0,12,0,5,84,45,7,0,10/29/2020,39,340119,Atrium Health - Stanly,MHPC
,,,,,,,,,,,,,,,11/22/2020,,102,Womack Army Medical Center,MCRHC
143,6,65,28,52,39,1,5,4,4,26,625,505,59,24,10/8/2020,120,340028,Cape Fear Valley Medical Center,MCRHC
13,11,20,28,29,0,0,0,39,0,16,219,134,9,1,10/21/2020,85,340113,Atrium Health - Main,MHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11/12/2020,18,340156,Cherokee Indian Hospital,MAHPC
7,0,0,4,4,0,0,0,0,0,0,25,13,0,0,10/17/2020,12,341327,Dosher Memorial Hospital,SHPR
7,0,9,10,10,8,0,3,7,0,1,34,34,9,0,10/29/2020,0,340120,Vidant Duplin Hospital,EHPC
10,2,10,13,16,3,0,0,14,0,3,84,49,8,3,10/15/2020,35,340119,Atrium Health - Stanly,MHPC
10,4,10,12,12,1,0,2,0,1,0,89,70,6,0,10/19/2020,19,340142,Carteret General Hospital,EHPC
0,10,17,0,7,2,0,0,1,0,0,112,37,7,7,11/1/2020,75,340096,WFBMC - Lexington MC,THPC
41,13,22,35,37,8,0,1,1,0,1,147,65,9,2,11/20/2020,82,340017,Pardee Hospital,MAHPC
72,0,8,5,6,2,0,0,0,1,0,53,53,8,1,11/19/2020,0,340020,Central Carolina Hospital,CapRAC
69,16,64,37,59,43,0,14,43,1,24,503,408,48,22,11/14/2020,95,340001,Atrium Health - Cabarrus,MHPC
18,2,30,41,52,24,1,7,32,3,14,281,229,28,11,10/28/2020,52,340098,Atrium Health - Pineville,MHPC
2,3,12,24,26,13,1,4,1,2,4,86,67,9,2,11/5/2020,19,340041,UNC- Caldwell Memorial Hospital,THPC
72,1,8,4,6,8,0,1,0,1,0,53,50,7,2,10/27/2020,3,340020,Central Carolina Hospital,CapRAC
1,0,0,2,2,0,0,0,0,0,0,17,7,0,0,11/12/2020,10,341305,Swain Hospital,MAHPC
136,5,76,104,123,30,1,12,1,0,5,522,457,71,19,10/14/2020,65,340069,Wake Medical Center,CapRAC
16,3,10,12,12,3,0,2,1,0,0,110,68,7,0,10/5/2020,42,340184,Haywood Hospital,MAHPC
0,0,0,2,2,8,0,0,1,1,2,32,13,0,0,10/28/2020,19,341329,Blue Ridge Regional Hospital,MAHPC
16,0,0,3,3,0,0,0,0,0,0,55,28,0,0,10/5/2020,27,340069,Wake Medical Center,CapRAC
45,13,136,238,295,30,0,9,1,3,16,782,663,123,57,11/10/2020,119,340061,UNC Medical Center,MCRHC
0,6,18,0,7,0,0,0,1,0,0,113,43,12,7,10/18/2020,70,340096,WFBMC - Lexington MC,THPC
0,0,0,15,15,0,0,0,0,0,0,38,23,0,0,10/8/2020,15,340148,Novant Health - Medical Park Hospital,THPC
0,11,38,11,27,31,1,11,0,6,0,331,275,27,16,10/17/2020,56,340115,FirstHealth Moore Regional Hospital,MCRHC
59,0,10,34,40,13,0,4,0,5,0,246,159,10,6,11/3/2020,87,340171,Novant Health - Matthews,MHPC
0,6,22,46,51,15,0,3,4,1,0,269,161,16,5,10/17/2020,108,340015,Novant Health - Rowan Medical Center,THPC
0,2,14,15,26,3,0,0,1,3,0,261,126,12,11,11/4/2020,135,340027,UNC Lenoir Hospital,EHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11/11/2020,18,340156,Cherokee Indian Hospital,MAHPC
8,0,0,5,5,0,0,0,0,0,0,17,8,0,0,10/11/2020,9,341324,The Outer Banks Hospital,EHPC
0,3,6,2,2,2,0,1,0,1,0,25,16,3,0,10/3/2020,9,341322,St. Lukes Hospital,MAHPC
59,1,10,33,41,18,1,0,0,6,0,246,172,9,8,11/20/2020,74,340171,Novant Health - Matthews,MHPC
10,2,10,14,16,5,0,0,13,1,4,84,50,8,2,10/9/2020,34,340119,Atrium Health - Stanly,MHPC
29,1,5,24,26,15,0,2,1,0,0,114,68,4,2,10/17/2020,46,340158,Novant Health - Brunswick MC,SHPR
7,0,0,4,4,0,0,0,0,0,0,25,7,0,0,10/26/2020,18,341327,Dosher Memorial Hospital,SHPR
32,8,21,36,45,21,0,5,0,2,7,277,135,13,9,11/9/2020,142,340147,Nash Health Care System,EHPC
44,2,6,5,7,1,0,4,0,0,0,88,53,4,2,10/21/2020,35,340023,Park Ridge Health (Advent Health),MAHPC
