Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital,Coalition
41,13,22,32,37,3,0,0,0,1,2,148,84,9,5,10/22/2020,64,340017,Pardee Hospital,MAHPC
0,6,9,3,3,0,0,0,2,0,0,30,13,3,0,10/26/2020,17,341319,Transylvania Regional Hospital,MAHPC
18,4,20,17,22,4,0,0,10,0,2,220,127,16,5,10/26/2020,93,340070,Alamance Regional Medical Center,MCRHC
0,3,14,18,26,0,0,6,4,0,3,261,109,11,8,10/7/2020,152,340027,UNC Lenoir Hospital,EHPC
11,0,10,15,18,7,0,4,0,0,0,54,54,10,3,10/16/2020,0,340186,Vidant Beaufort Hospital,EHPC
0,10,18,0,7,0,0,0,1,0,0,113,37,8,7,10/24/2020,76,340096,WFBMC - Lexington MC,THPC
37,8,12,12,14,0,0,3,2,0,0,142,124,4,2,10/18/2020,18,340042,Onslow Memorial Hospital,EHPC
8,5,8,5,5,0,0,2,2,1,1,32,22,3,0,10/15/2020,10,340071,Harnett Health - Central Harnett Hospital,CapRAC
12,0,0,2,2,0,0,0,0,0,0,6,2,0,0,10/25/2020,4,341304,Vidant Bertie Hospital,EHPC
57,1,12,10,10,1,0,0,3,0,1,53,40,11,0,10/7/2020,13,340091,Cone Health Annie Penn Hospital,THPC
16,0,14,7,13,20,0,6,0,4,0,104,95,14,6,10/7/2020,9,340008,Scotland Health Care System,MHPC
30,5,6,4,4,1,0,1,0,0,0,31,17,1,0,10/12/2020,14,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
48,4,18,27,36,18,1,3,0,3,2,265,194,14,9,10/18/2020,71,340155,Duke Regional Hospital,DHPC
31,3,6,4,4,1,0,1,0,0,0,31,17,3,0,10/11/2020,14,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
0,3,8,0,8,5,0,3,1,0,0,123,57,5,8,10/21/2020,66,340064,WFBMC - Wilkes Regional MC,THPC
54,2,8,4,5,0,0,2,5,0,2,107,105,6,1,10/17/2020,2,340060,UNC Rockingham Hospital,THPC
31,0,4,22,24,2,0,0,1,0,0,66,46,4,2,10/16/2020,20,340014,Novant Health - Forsyth MC,THPC
4,0,8,6,6,12,0,3,0,0,0,53,46,8,0,10/9/2020,7,340115,FirstHealth Richmond Memorial Hospital,MCRHC
44,8,14,8,9,12,0,1,0,2,0,163,97,6,1,10/28/2020,66,340151,Vidant - North,EHPC
58,6,19,6,9,11,0,10,0,2,0,86,57,13,3,10/17/2020,29,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
,,,,,,,,,,,,,,,10/14/2020,,102,Womack Army Medical Center,MCRHC
57,4,12,10,10,0,0,0,4,0,0,53,35,8,0,10/3/2020,18,340091,Cone Health Annie Penn Hospital,THPC
0,0,0,0,0,0,0,0,0,0,0,41,23,0,0,10/26/2020,18,340187,WFBMC- Davie MC,THPC
,,,,,,,,,,,,,,,10/16/2020,,100,Durham VA,DHPC
12,7,10,10,12,0,0,4,0,0,0,96,69,3,2,10/26/2020,27,340051,Watauga Medical Center,THPC
281,4,48,102,187,34,1,4,11,3,1,795,657,44,85,10/21/2020,138,340053,Novant Health - Presbyterian,MHPC
8,3,8,3,5,0,0,0,2,0,2,32,21,5,2,10/22/2020,11,340071,Harnett Health - Central Harnett Hospital,CapRAC
35,3,16,16,26,24,0,7,3,3,3,200,129,13,10,10/17/2020,71,340143,Catawba Valley Medical Center,THPC
10,1,6,8,8,1,0,3,0,2,0,48,42,5,0,10/9/2020,6,340127,Granville Health System,DHPC
25,9,24,17,24,14,0,7,0,0,0,204,147,15,7,10/26/2020,57,340116,Frye Regional MC,THPC
23,1,27,10,22,14,0,5,1,1,0,282,167,26,12,10/16/2020,115,340004,WFBMC- High Point MC,THPC
0,1,25,22,27,33,0,4,0,2,3,295,185,24,5,10/7/2020,110,340050,Southeastern Regional Medical Center,DHPC
60,22,120,70,160,60,0,11,0,7,0,888,828,98,90,10/10/2020,60,340040,Vidant Medical Center,EHPC
12,0,4,2,4,8,0,4,0,1,0,29,22,4,2,10/17/2020,7,341318,Vidant Chowan Hospital,EHPC
0,2,8,4,8,4,0,3,1,0,0,116,46,6,4,10/26/2020,70,340064,WFBMC - Wilkes Regional MC,THPC
10,0,6,8,8,1,0,2,1,0,0,48,43,6,0,10/12/2020,5,340127,Granville Health System,DHPC
29,1,5,24,26,8,0,2,0,2,0,114,72,4,2,10/28/2020,42,340158,Novant Health - Brunswick MC,SHPR
11,0,0,2,2,0,0,0,0,0,0,12,4,0,0,10/19/2020,8,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
16,0,4,6,6,0,0,0,0,0,1,20,14,4,0,10/19/2020,6,341311,UNC Chatham Hospital,MCRHC
44,7,14,9,9,5,0,2,0,0,0,163,80,7,0,10/11/2020,83,340151,Vidant - North,EHPC
48,3,18,28,36,16,0,4,0,2,0,283,198,15,8,10/26/2020,85,340155,Duke Regional Hospital,DHPC
12,0,0,2,2,0,0,0,0,0,0,6,3,0,0,10/12/2020,3,341304,Vidant Bertie Hospital,EHPC
23,0,8,5,9,23,0,3,0,0,0,60,60,8,4,10/21/2020,0,340107,Vidant Edgecombe Hospital,EHPC
6,0,0,10,10,1,0,0,5,0,0,59,25,0,0,10/8/2020,34,340037,Atrium Health - Kings Mountain,MHPC
5,1,9,8,12,0,0,3,0,0,0,95,74,8,4,10/19/2020,21,340016,Harris Hosptial,MAHPC
0,1,6,2,2,0,0,0,0,0,0,19,14,5,0,10/12/2020,5,341322,St. Lukes Hospital,MAHPC
0,4,4,4,4,2,0,0,0,0,1,49,15,0,0,10/8/2020,34,340188,Cape Fear Valley Hoke Hospital,MCRHC
16,0,4,6,6,1,0,0,1,0,3,20,16,4,0,10/5/2020,4,341311,UNC Chatham Hospital,MCRHC
0,0,9,3,3,1,0,0,3,0,2,37,21,9,0,10/8/2020,16,341326,Angel Medical Center,MAHPC
0,0,9,3,3,1,0,0,1,0,0,37,19,9,0,10/14/2020,18,341326,Angel Medical Center,MAHPC
12,6,12,10,11,0,1,1,1,0,0,97,60,6,1,10/28/2020,37,340129,Lake Norman Regional Medical Center,MHPC
0,4,4,4,4,7,0,0,0,0,1,49,16,0,0,10/14/2020,33,340188,Cape Fear Valley Hoke Hospital,MCRHC
26,5,10,16,16,0,0,2,7,0,6,110,58,5,0,10/26/2020,52,340109,Sentara Albemarle Medical Center,EHPC
57,3,12,10,10,1,0,0,4,1,0,53,44,9,0,10/21/2020,9,340091,Cone Health Annie Penn Hospital,THPC
36,0,10,21,22,18,0,5,12,2,9,113,72,10,1,10/29/2020,41,340145,Atrium Health - Lincoln,MHPC
48,4,22,29,36,9,0,4,0,1,2,297,243,18,7,10/2/2020,54,340155,Duke Regional Hospital,DHPC
25,3,8,14,14,1,0,1,0,0,0,88,50,5,0,10/9/2020,38,340144,Davis Regional MC,THPC
59,0,10,32,39,3,0,0,3,1,1,246,181,10,7,10/2/2020,65,340171,Novant Health - Matthews,MHPC
20,5,23,50,56,24,1,4,0,1,0,309,242,18,6,10/3/2020,67,340131,CarolinaEast Medical Center,EHPC
18,3,14,30,34,13,0,2,9,1,3,176,104,11,4,10/1/2020,72,340130,Atrium Health - Union,MHPC
16,0,0,3,3,2,0,0,0,0,2,55,29,0,0,10/25/2020,26,340069,Wake Medical Center,CapRAC
10,1,7,17,18,1,0,1,4,1,1,77,40,6,1,10/7/2020,37,340190,Novant Health - Mint Hill,THPC
0,4,4,4,4,2,0,0,0,1,2,49,12,0,0,10/29/2020,37,340188,Cape Fear Valley Hoke Hospital,MCRHC
10,5,10,13,16,0,0,0,8,0,3,84,52,5,3,10/23/2020,32,340119,Atrium Health - Stanly,MHPC
44,10,14,9,9,7,0,1,0,0,0,163,88,4,0,10/16/2020,75,340151,Vidant - North,EHPC
65,1,12,15,17,7,0,4,0,0,1,170,150,11,2,10/13/2020,20,340173,Wake Medical Center Cary,CapRAC
58,6,19,6,9,6,0,6,0,0,0,83,56,13,3,10/13/2020,27,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
0,13,38,19,27,41,1,7,2,6,1,331,296,25,8,10/6/2020,35,340115,FirstHealth Moore Regional Hospital,MCRHC
30,4,8,11,12,3,0,1,0,2,0,77,53,4,1,10/4/2020,24,340132,Maria Parham Medical Center,DHPC
0,3,9,3,3,2,0,0,0,0,0,37,12,6,0,10/23/2020,25,341326,Angel Medical Center,MAHPC
5,0,0,0,1,2,0,0,0,2,0,12,8,0,1,10/16/2020,4,341314,Washington Regional Medical Center,EHPC
10,0,8,9,9,1,0,2,0,2,0,78,69,8,0,10/12/2020,9,340099,Vidant Roanoke Chowan Hospital,EHPC
12,0,4,3,4,6,0,2,0,0,0,29,22,4,1,10/25/2020,7,341318,Vidant Chowan Hospital,EHPC
29,3,8,15,15,9,0,1,0,2,0,81,53,5,0,10/5/2020,28,340097,Hugh Chatham Memorial Hospital,THPC
0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,10/29/2020,1,341323,Cannon Hospital,MAHPC
2,0,12,21,26,4,0,0,9,2,6,86,70,12,5,10/8/2020,16,340041,UNC- Caldwell Memorial Hospital,THPC
64,1,15,20,25,4,0,1,0,0,0,181,161,14,5,10/6/2020,20,340073,Duke Raleigh Hospital,DHPC
0,0,0,2,2,0,0,0,0,0,0,6,6,0,0,10/14/2020,0,341320,Alleghany Memorial Hospital,THPC
12,2,4,4,4,0,0,0,0,0,0,29,14,2,0,10/31/2020,15,341318,Vidant Chowan Hospital,EHPC
27,0,0,13,13,0,0,0,1,0,0,42,35,0,0,10/7/2020,7,340014,Novant Health - Forsyth MC,THPC
0,26,91,56,91,31,3,6,22,8,11,712,543,65,35,10/31/2020,169,340002,Mission Health Hospital,MAHPC
0,0,25,12,27,37,0,6,0,2,0,295,165,25,15,10/12/2020,130,340050,Southeastern Regional Medical Center,DHPC
12,5,27,26,39,42,0,4,2,9,3,406,329,22,13,10/10/2020,77,340032,CaroMont Health,MHPC
5,0,0,0,1,0,0,0,0,0,0,12,9,0,1,10/14/2020,3,341314,Washington Regional Medical Center,EHPC
54,2,9,4,5,0,0,3,1,1,0,108,106,7,1,10/8/2020,2,340060,UNC Rockingham Hospital,THPC
,,,,,,,,,,,,,,,10/26/2020,,102,Womack Army Medical Center,MCRHC
16,1,4,6,6,1,0,0,0,0,0,20,13,3,0,10/12/2020,7,341311,UNC Chatham Hospital,MCRHC
8,0,0,5,5,0,0,0,1,0,2,17,17,0,0,10/3/2020,0,341324,The Outer Banks Hospital,EHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10/5/2020,0,341316,Highlands Cashiers Hospital,MAHPC
11,7,13,20,25,4,0,0,0,2,0,155,78,6,5,10/7/2020,77,340085,Novant Health - Thomasville MC,THPC
0,2,10,4,7,0,0,2,7,0,2,78,53,8,3,10/8/2020,25,340003,Northern Regional Hospital,THPC
10,0,8,8,9,0,0,1,0,0,0,66,53,8,1,10/19/2020,13,340099,Vidant Roanoke Chowan Hospital,EHPC
0,14,38,21,27,39,1,7,1,7,2,331,272,24,6,10/4/2020,59,340115,FirstHealth Moore Regional Hospital,MCRHC
143,6,65,32,52,34,0,2,2,0,18,629,509,59,20,10/16/2020,120,340028,Cape Fear Valley Medical Center,MCRHC
11,0,0,2,2,1,0,0,0,0,0,12,8,0,0,10/22/2020,4,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
7,0,0,4,4,0,0,0,1,0,1,25,7,0,0,10/5/2020,18,341327,Dosher Memorial Hospital,SHPR
0,2,9,3,3,1,0,0,1,0,5,37,15,7,0,10/2/2020,22,341326,Angel Medical Center,MAHPC
5,1,3,11,11,0,0,0,0,0,0,58,42,2,0,10/21/2020,16,340123,Randolph Hospital,THPC
21,1,20,7,10,1,0,0,6,0,2,154,129,19,3,10/1/2020,25,340091,Cone Health Wesley Long Hospital,THPC
11,0,0,2,2,0,0,0,0,0,0,12,3,0,0,10/13/2020,9,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
58,6,19,6,9,11,0,10,0,2,0,86,57,13,3,10/18/2020,29,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
44,2,6,5,7,0,0,3,0,0,0,88,56,4,2,10/13/2020,32,340023,Park Ridge Health (Advent Health),MAHPC
5,0,0,5,5,1,0,0,1,0,0,54,49,0,0,10/8/2020,5,340123,Randolph Hospital,THPC
0,0,0,15,15,0,0,0,0,0,0,38,20,0,0,10/1/2020,18,340148,Novant Health - Medical Park Hospital,THPC
18,8,20,18,22,4,1,0,7,0,0,220,130,12,4,10/15/2020,90,340070,Alamance Regional Medical Center,MCRHC
2,0,12,22,26,7,0,2,2,0,6,86,61,12,4,10/19/2020,25,340041,UNC- Caldwell Memorial Hospital,THPC
65,0,12,15,17,8,0,4,0,0,2,170,148,12,2,10/9/2020,22,340173,Wake Medical Center Cary,CapRAC
0,4,14,19,26,1,0,3,1,1,2,261,113,10,7,10/12/2020,148,340027,UNC Lenoir Hospital,EHPC
0,4,4,3,3,3,0,0,0,0,0,27,20,0,0,10/6/2020,7,341315,Cape Fear Valley Bladen Hospital,SHPR
11,0,0,2,2,0,0,0,0,0,0,12,4,0,0,10/5/2020,8,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
12,1,6,10,12,0,0,2,3,0,3,68,50,5,2,10/5/2020,18,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
143,4,65,24,52,37,1,4,9,2,20,628,494,61,28,10/23/2020,134,340028,Cape Fear Valley Medical Center,MCRHC
11,1,10,15,18,7,0,5,0,2,0,54,48,9,3,10/14/2020,6,340186,Vidant Beaufort Hospital,EHPC
6,5,10,7,9,5,0,5,0,2,0,96,81,5,2,10/2/2020,15,340051,Watauga Medical Center,THPC
0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,10/26/2020,1,341323,Cannon Hospital,MAHPC
49,0,8,19,21,6,0,0,1,0,0,264,145,8,2,10/11/2020,119,340183,Novant Health - Huntersville,MHPC
4,4,8,6,6,4,0,1,0,1,0,53,20,4,0,10/24/2020,33,340115,FirstHealth Richmond Memorial Hospital,MCRHC
12,2,12,10,11,0,0,1,0,0,0,97,56,10,1,10/14/2020,41,340129,Lake Norman Regional Medical Center,MHPC
8,0,0,5,5,0,0,0,0,0,0,17,17,0,0,10/2/2020,0,341324,The Outer Banks Hospital,EHPC
26,3,10,0,0,0,0,1,5,0,5,110,77,7,0,10/16/2020,33,340109,Sentara Albemarle Medical Center,EHPC
11,0,0,2,2,0,0,0,0,0,0,12,8,0,0,10/21/2020,4,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
0,3,9,3,3,2,0,0,1,1,1,37,16,6,0,10/10/2020,21,341326,Angel Medical Center,MAHPC
12,3,27,34,47,64,0,1,2,12,5,403,366,24,13,10/14/2020,37,340032,CaroMont Health,MHPC
27,0,0,13,13,1,0,0,0,0,0,42,30,0,0,10/16/2020,12,340014,Novant Health - Forsyth MC,THPC
72,0,8,5,6,2,0,2,0,2,0,53,53,8,1,10/12/2020,0,340020,Central Carolina Hospital,CapRAC
30,8,112,136,199,61,2,21,28,5,2,1037,750,104,63,10/25/2020,287,340014,Novant Health - Forsyth MC,THPC
18,2,30,43,52,26,0,8,26,4,13,281,234,28,9,10/29/2020,47,340098,Atrium Health - Pineville,MHPC
29,0,8,13,15,19,0,3,0,4,0,81,63,8,2,10/26/2020,18,340097,Hugh Chatham Memorial Hospital,THPC
59,6,10,34,39,1,0,0,0,0,0,246,142,4,5,10/3/2020,104,340171,Novant Health - Matthews,MHPC
16,2,4,6,6,1,0,0,0,0,0,20,15,2,0,10/23/2020,5,341311,UNC Chatham Hospital,MCRHC
6,0,0,10,10,1,0,0,7,0,1,59,30,0,0,10/23/2020,29,340037,Atrium Health - Kings Mountain,MHPC
5,1,3,11,11,0,0,0,0,0,0,58,42,2,0,10/30/2020,16,340123,Randolph Hospital,THPC
29,4,8,15,15,5,0,0,0,0,0,81,50,4,0,10/7/2020,31,340097,Hugh Chatham Memorial Hospital,THPC
30,2,8,9,12,3,0,1,0,0,0,77,55,6,3,10/24/2020,22,340132,Maria Parham Medical Center,DHPC
12,2,27,24,47,46,2,4,0,9,3,406,348,25,23,10/25/2020,58,340032,CaroMont Health,MHPC
18,2,6,5,7,6,0,1,0,0,0,18,16,4,2,10/11/2020,2,340133,Martin General Hospital,EHPC
8,0,0,5,5,0,0,0,0,0,0,17,10,0,0,10/17/2020,7,341324,The Outer Banks Hospital,EHPC
18,1,14,33,37,13,0,6,25,0,11,176,124,13,4,10/9/2020,52,340130,Atrium Health - Union,MHPC
49,2,8,21,21,6,0,0,0,4,0,264,158,6,0,10/8/2020,106,340183,Novant Health - Huntersville,MHPC
10,4,6,8,8,0,0,1,0,0,0,48,38,2,0,10/23/2020,10,340127,Granville Health System,DHPC
0,0,0,2,2,0,0,0,0,0,0,6,4,0,0,10/26/2020,2,341320,Alleghany Memorial Hospital,THPC
63,3,17,27,43,28,0,0,2,2,1,250,139,14,16,10/21/2020,111,340010,Wayne UNC Health Care,EHPC
2,3,12,23,26,8,0,1,0,1,3,86,66,9,3,10/14/2020,20,340041,UNC- Caldwell Memorial Hospital,THPC
0,4,4,4,4,5,0,0,2,0,2,49,19,0,0,10/13/2020,30,340188,Cape Fear Valley Hoke Hospital,MCRHC
25,13,24,18,24,16,0,5,0,0,0,204,138,11,6,10/30/2020,66,340116,Frye Regional MC,THPC
0,0,1,4,4,6,0,0,0,1,1,25,21,1,0,10/13/2020,4,340087,McDowell Hospital,MAHPC
0,9,38,14,27,41,0,11,1,4,0,331,283,29,13,10/26/2020,48,340115,FirstHealth Moore Regional Hospital,MCRHC
136,8,76,98,123,31,1,13,1,0,6,522,462,68,25,10/11/2020,60,340069,Wake Medical Center,CapRAC
0,1,9,3,3,1,0,0,4,0,1,37,19,8,0,10/11/2020,18,341326,Angel Medical Center,MAHPC
41,16,22,34,37,4,0,1,2,1,3,148,64,6,3,10/18/2020,84,340017,Pardee Hospital,MAHPC
27,0,0,13,13,2,0,0,0,0,0,42,33,0,0,10/30/2020,9,340014,Novant Health - Forsyth MC,THPC
1,0,0,2,2,0,0,0,0,0,0,17,9,0,0,10/28/2020,8,341305,Swain Hospital,MAHPC
23,0,8,4,9,26,0,3,0,0,0,60,59,8,5,10/22/2020,1,340107,Vidant Edgecombe Hospital,EHPC
16,2,4,6,6,1,0,0,0,0,1,20,11,2,0,10/11/2020,9,341311,UNC Chatham Hospital,MCRHC
22,17,74,34,57,16,1,0,33,4,7,606,432,57,23,10/24/2020,174,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
19,16,74,31,57,15,0,0,36,2,5,609,434,58,26,10/26/2020,175,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
10,1,10,14,16,10,0,1,13,1,4,84,52,9,2,10/18/2020,32,340119,Atrium Health - Stanly,MHPC
0,6,14,21,26,2,0,3,5,2,4,261,127,8,5,10/20/2020,134,340027,UNC Lenoir Hospital,EHPC
11,0,10,15,18,7,0,4,0,0,0,54,54,10,3,10/15/2020,0,340186,Vidant Beaufort Hospital,EHPC
20,3,6,2,4,1,0,1,4,0,0,18,14,3,2,10/30/2020,4,340159,Person Memorial Hospital,DHPC
7,0,0,4,4,0,0,0,0,0,0,25,7,0,0,10/9/2020,18,341327,Dosher Memorial Hospital,SHPR
0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,10/9/2020,6,341323,Cannon Hospital,MAHPC
0,4,6,2,2,0,0,0,1,0,2,19,12,2,0,10/30/2020,7,341322,St. Lukes Hospital,MAHPC
143,7,65,33,52,38,1,5,6,2,17,623,500,58,19,10/7/2020,123,340028,Cape Fear Valley Medical Center,MCRHC
0,4,4,3,3,2,0,0,0,0,0,27,19,0,0,10/8/2020,8,341315,Cape Fear Valley Bladen Hospital,SHPR
8,0,0,5,5,0,0,0,0,0,0,17,9,0,0,10/30/2020,8,341324,The Outer Banks Hospital,EHPC
20,4,23,51,56,32,3,6,0,7,0,309,283,19,5,10/14/2020,26,340131,CarolinaEast Medical Center,EHPC
29,0,6,17,17,6,1,3,3,1,2,62,58,6,0,10/9/2020,4,340068,Columbus Regional Healthcare System,SHPR
12,3,12,11,11,2,0,0,0,0,0,97,59,9,0,10/30/2020,38,340129,Lake Norman Regional Medical Center,MHPC
60,23,120,59,150,59,0,15,0,7,0,888,830,97,91,10/2/2020,58,340040,Vidant Medical Center,EHPC
0,0,0,1,1,0,0,0,0,0,0,8,6,0,0,10/17/2020,2,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
19,0,6,4,4,1,0,0,8,0,1,19,19,6,0,10/13/2020,0,340159,Person Memorial Hospital,DHPC
277,20,111,56,130,21,0,10,1,5,1,869,841,91,74,10/21/2020,28,340030,Duke University Hospital,DHPC
20,2,16,9,16,30,0,7,0,0,0,138,133,14,7,10/23/2020,5,340126,Wilson Medical Center,EHPC
31,0,4,24,24,2,0,0,2,2,1,66,48,4,0,10/19/2020,18,340014,Novant Health - Forsyth MC,THPC
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,10/6/2020,0,341316,Highlands Cashiers Hospital,MAHPC
24,1,8,30,32,2,0,0,20,1,7,126,90,7,2,10/26/2020,36,340166,Atrium Health - University,MHPC
0,20,91,55,91,23,0,6,29,4,31,712,579,71,36,10/2/2020,133,340002,Mission Health Hospital,MAHPC
10,1,7,17,18,1,0,0,0,1,0,77,40,6,1,10/30/2020,37,340190,Novant Health - Mint Hill,THPC
44,8,14,7,9,9,0,0,0,0,0,163,106,6,2,10/20/2020,57,340151,Vidant - North,EHPC
0,0,1,3,4,1,0,0,0,1,0,25,16,1,1,10/1/2020,9,340087,McDowell Hospital,MAHPC
43,31,135,242,295,23,0,10,11,1,34,780,633,104,53,10/11/2020,147,340061,UNC Medical Center,MCRHC
44,1,6,5,7,1,0,1,0,0,0,88,60,5,2,10/6/2020,28,340023,Park Ridge Health (Advent Health),MAHPC
59,1,10,31,40,5,0,0,2,0,1,246,180,9,9,10/14/2020,66,340171,Novant Health - Matthews,MHPC
0,0,0,15,15,0,0,0,0,0,0,38,13,0,0,10/6/2020,25,340148,Novant Health - Medical Park Hospital,THPC
2,1,12,20,26,13,0,4,3,2,5,86,60,11,6,10/29/2020,26,340041,UNC- Caldwell Memorial Hospital,THPC
0,2,14,18,26,2,2,0,7,2,4,261,125,12,8,10/28/2020,136,340027,UNC Lenoir Hospital,EHPC
,,,,,,,,,,,,,,,10/13/2020,,102,Womack Army Medical Center,MCRHC
0,0,0,15,15,0,0,0,0,0,0,38,14,0,0,10/24/2020,24,340148,Novant Health - Medical Park Hospital,THPC
0,0,0,1,1,0,0,0,1,0,1,14,7,0,0,10/22/2020,7,341317,LifeBright Community Hospital of Stokes,THPC
64,3,15,21,25,3,0,0,0,1,1,182,169,12,4,10/13/2020,13,340073,Duke Raleigh Hospital,DHPC
16,3,10,12,12,1,0,0,0,0,0,110,75,7,0,10/7/2020,35,340184,Haywood Hospital,MAHPC
12,0,12,8,11,0,0,1,3,0,1,97,69,12,3,10/24/2020,28,340129,Lake Norman Regional Medical Center,MHPC
177,38,134,54,105,33,0,12,4,1,1,953,657,96,51,10/7/2020,296,340047,Wake Forest Baptist MC – Winston Campus,THPC
16,0,4,6,6,1,0,0,0,0,1,20,13,4,0,10/22/2020,7,341311,UNC Chatham Hospital,MCRHC
14,0,10,18,18,8,0,5,0,1,0,54,54,10,0,10/29/2020,0,340186,Vidant Beaufort Hospital,EHPC
12,0,4,3,4,6,0,2,0,2,0,29,21,4,1,10/24/2020,8,341318,Vidant Chowan Hospital,EHPC
0,17,91,50,91,21,1,6,34,2,37,717,584,74,41,10/6/2020,133,340002,Mission Health Hospital,MAHPC
4,0,8,6,6,6,0,1,0,0,0,53,41,8,0,10/22/2020,12,340115,FirstHealth Richmond Memorial Hospital,MCRHC
23,0,8,6,9,13,0,1,1,1,1,60,59,8,3,10/11/2020,1,340107,Vidant Edgecombe Hospital,EHPC
0,5,25,17,27,34,0,4,0,5,1,295,169,20,10,10/9/2020,126,340050,Southeastern Regional Medical Center,DHPC
1,0,0,2,2,0,0,0,0,0,0,17,7,0,0,10/30/2020,10,341305,Swain Hospital,MAHPC
7,0,0,4,4,0,0,0,0,0,2,18,15,0,0,10/7/2020,3,341307,Pender Memorial Hospital,SHPR
1,0,0,2,2,0,0,0,0,0,0,17,8,0,0,10/15/2020,9,341305,Swain Hospital,MAHPC
,,,,,,,,,,,,,,,10/20/2020,,100,Durham VA,DHPC
11,0,0,2,2,0,0,0,0,0,0,12,5,0,0,10/6/2020,7,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,10/28/2020,2,341323,Cannon Hospital,MAHPC
13,14,20,28,29,0,0,0,17,0,5,219,119,6,1,10/23/2020,100,340113,Atrium Health - Main,MHPC
5,1,3,10,11,0,0,0,0,0,1,60,44,2,1,10/16/2020,16,340123,Randolph Hospital,THPC
48,3,18,27,36,17,0,4,0,2,2,290,243,15,9,10/29/2020,47,340155,Duke Regional Hospital,DHPC
,,,,,,,,,,,,,,,10/31/2020,,340159,Person Memorial Hospital,DHPC
,,,,,,,,,,,,,,,10/10/2020,,101,Naval Medical Center Camp Lejeune,SHPR
18,17,74,35,57,19,0,3,33,9,7,610,447,57,22,10/22/2020,163,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
12,5,12,9,11,3,0,1,0,3,0,97,51,7,2,10/31/2020,46,340129,Lake Norman Regional Medical Center,MHPC
27,0,0,13,13,1,0,0,0,0,0,42,31,0,0,10/24/2020,11,340014,Novant Health - Forsyth MC,THPC
10,4,6,8,8,0,0,1,3,0,0,48,36,2,0,10/15/2020,12,340127,Granville Health System,DHPC
13,11,20,28,29,0,0,0,29,0,4,219,129,9,1,10/12/2020,90,340113,Atrium Health - Main,MHPC
0,6,14,21,26,2,1,3,3,2,3,261,110,8,5,10/19/2020,151,340027,UNC Lenoir Hospital,EHPC
0,3,14,18,26,0,0,0,1,0,3,261,129,11,8,10/23/2020,132,340027,UNC Lenoir Hospital,EHPC
8,0,0,5,5,0,0,0,0,0,2,17,15,0,0,10/22/2020,2,341324,The Outer Banks Hospital,EHPC
20,3,6,4,4,2,0,1,1,0,0,18,13,3,0,10/20/2020,5,340159,Person Memorial Hospital,DHPC
0,2,8,0,8,3,0,1,1,0,0,111,40,6,8,10/9/2020,71,340064,WFBMC - Wilkes Regional MC,THPC
136,6,76,94,123,17,0,10,3,0,4,522,454,70,29,10/2/2020,68,340069,Wake Medical Center,CapRAC
58,5,19,8,9,11,0,10,0,0,0,53,58,14,1,10/8/2020,-5,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
24,1,20,9,10,4,0,0,12,2,1,151,127,19,1,10/31/2020,24,340091,Cone Health Wesley Long Hospital,THPC
0,5,17,5,6,0,0,0,0,0,0,112,42,12,1,10/7/2020,70,340096,WFBMC - Lexington MC,THPC
16,0,4,6,6,1,0,0,0,0,0,20,13,4,0,10/14/2020,7,341311,UNC Chatham Hospital,MCRHC
0,20,91,58,91,35,1,7,23,1,9,712,583,71,33,10/19/2020,129,340002,Mission Health Hospital,MAHPC
