Number of Additional Surge Beds Being Planned,Empty Adult ICU Beds,Adult ICU Staffed Bed Capacity,Number of Ventilators Available,Number of Ventilators in Hospital,Number of COVID-19 Positive Patients In Hospital,Number of Fatalities related to COVID-19 in past 24 hours,Number of COVID-19 Positive Adults in ICU,Number of ALL Patients Under Investigation for COVID-19 In Hospital,Number of new patients admitted to an inpatient bed who had confirmed COVID-19 at the time of admission in the past 24 hours,Number of new patients admitted to an inpatient bed who had suspected COVID-19 at the time of admission in the past 24 hours,Staffed Inpatient Capacity (all bed types),Inpatient Census (all bed types),Adult ICU Census,Number of Ventilators In Use,Date,Empty Inpatient Beds (all types),cms_number,hospital_name,Coalition
,,,,,,,,,,,,,,,12/5/2020,,340142,Carteret General Hospital,EHPC
6,0,0,6,6,10,0,0,3,5,0,59,43,0,0,1/2/2021,16,340037,Atrium Health - Kings Mountain,MHPC
14,2,10,17,18,5,0,2,0,0,0,54,37,8,1,11/20/2020,17,340186,Vidant Beaufort Hospital,EHPC
7,0,9,9,10,5,0,1,1,0,2,34,34,9,1,11/14/2020,0,340120,Vidant Duplin Hospital,EHPC
21,9,59,20,34,46,1,16,0,4,11,177,128,50,14,1/16/2021,49,340090,Johnston UNC Health Care,CapRAC
20,11,23,51,56,16,1,3,0,0,0,309,210,12,5,11/16/2020,99,340131,CarolinaEast Medical Center,EHPC
12,0,6,9,12,20,0,2,7,1,1,64,46,6,3,12/5/2020,18,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
6,0,0,6,6,7,1,0,3,2,1,59,48,0,0,1/12/2021,11,340037,Atrium Health - Kings Mountain,MHPC
37,0,12,4,14,28,1,5,0,4,0,142,140,12,10,12/30/2020,2,340042,Onslow Memorial Hospital,EHPC
0,0,0,15,15,0,0,0,0,0,0,38,23,0,0,1/20/2021,15,340148,Novant Health - Medical Park Hospital,THPC
10,2,6,8,8,6,0,2,0,1,0,53,39,4,0,1/1/2021,14,340127,Granville Health System,DHPC
47,11,136,209,295,102,3,32,3,12,23,822,712,125,86,1/12/2021,110,340061,UNC Medical Center,MCRHC
0,0,0,0,0,0,0,0,0,0,0,46,18,0,0,12/29/2020,28,340187,WFBMC- Davie MC,THPC
13,12,20,25,29,7,0,2,29,0,12,219,134,8,4,11/22/2020,85,340113,Atrium Health - Main,MHPC
12,0,0,2,2,0,0,0,0,0,0,6,3,0,0,11/3/2020,3,341304,Vidant Bertie Hospital,EHPC
69,13,64,35,55,59,0,12,42,5,23,503,437,51,20,11/24/2020,66,340001,Atrium Health - Cabarrus,MHPC
0,12,38,18,27,86,3,10,1,9,0,331,299,26,9,1/7/2021,32,340115,FirstHealth Moore Regional Hospital,MCRHC
10,2,10,11,12,11,0,0,1,1,1,89,77,8,1,1/26/2021,12,340142,Carteret General Hospital,EHPC
0,8,10,8,9,3,0,1,7,1,5,125,30,2,1,11/15/2020,95,340013,Rutherford Regional Hospital,MAHPC
0,0,0,15,15,0,0,0,0,0,0,38,21,0,0,1/5/2021,17,340148,Novant Health - Medical Park Hospital,THPC
7,0,0,3,4,0,0,0,0,0,2,18,13,0,1,12/3/2020,5,341307,Pender Memorial Hospital,SHPR
18,4,18,28,37,42,1,11,20,5,3,180,127,14,9,12/26/2020,53,340130,Atrium Health - Union,MHPC
32,9,21,44,45,23,1,4,1,4,8,277,122,12,1,11/25/2020,155,340147,Nash Health Care System,EHPC
40,6,10,13,16,6,0,1,4,6,4,98,52,4,3,11/2/2020,46,340109,Sentara Albemarle Medical Center,EHPC
20,7,23,51,56,30,1,5,0,4,0,309,214,16,5,11/30/2020,95,340131,CarolinaEast Medical Center,EHPC
14,0,0,6,6,2,0,0,0,0,0,17,16,0,0,1/10/2021,1,341324,The Outer Banks Hospital,EHPC
58,0,19,6,9,30,1,29,0,7,0,87,54,19,3,1/9/2021,33,340075,Carolinas HealthCare System Blue Ridge Morganton,MHPC
44,5,14,8,9,20,0,4,0,0,0,163,97,9,1,1/31/2021,66,340151,Vidant - North,EHPC
51,0,16,8,21,63,0,12,0,12,0,154,140,16,13,1/16/2021,14,340039,Iredell Health System,THPC
14,0,8,14,18,6,0,1,0,0,0,52,52,8,4,11/3/2020,0,340186,Vidant Beaufort Hospital,EHPC
54,3,20,17,22,41,0,4,0,3,0,209,128,17,5,1/28/2021,81,340070,Alamance Regional Medical Center,MCRHC
16,4,4,6,6,5,0,0,0,1,3,20,15,0,0,12/21/2020,5,341311,UNC Chatham Hospital,MCRHC
5,0,4,11,11,7,0,0,1,1,0,43,38,4,0,1/22/2021,5,340123,Randolph Hospital,THPC
24,6,20,7,10,14,1,1,15,3,3,151,91,14,3,11/28/2020,60,340091,Cone Health Wesley Long Hospital,THPC
0,4,27,34,47,102,2,5,1,7,3,406,351,23,13,12/26/2020,55,340032,CaroMont Health,MHPC
0,3,9,3,3,1,0,0,3,0,2,30,21,6,0,12/8/2020,9,341319,Transylvania Regional Hospital,MAHPC
20,5,23,49,56,54,0,8,0,8,0,309,266,18,7,1/8/2021,43,340131,CarolinaEast Medical Center,EHPC
54,1,8,2,5,14,0,4,0,2,0,107,106,7,3,12/25/2020,1,340060,UNC Rockingham Hospital,THPC
14,0,10,17,18,20,0,6,0,1,0,54,54,10,1,1/17/2021,0,340186,Vidant Beaufort Hospital,EHPC
0,0,0,2,2,0,0,0,0,0,0,6,3,0,0,11/7/2020,3,341320,Alleghany Memorial Hospital,THPC
13,0,0,0,0,0,0,0,0,0,0,18,13,0,0,1/3/2021,5,340156,Cherokee Indian Hospital,MAHPC
16,4,10,11,12,15,0,1,0,3,0,110,69,6,1,12/29/2020,41,340184,Haywood Hospital,MAHPC
0,0,0,2,2,3,0,0,10,1,2,15,10,0,0,11/17/2020,5,340084,Atrium Health - Anson,MHPC
0,0,0,5,5,4,1,0,6,0,1,23,6,0,0,1/11/2021,17,340084,Atrium Health - Anson,MHPC
29,0,8,15,15,21,0,4,1,7,1,81,66,8,0,1/3/2021,15,340097,Hugh Chatham Memorial Hospital,THPC
32,5,21,39,45,34,0,8,0,5,8,277,140,16,6,12/14/2020,137,340147,Nash Health Care System,EHPC
,,,,,,,,,,,,,,,11/28/2020,,101,Naval Medical Center Camp Lejeune,SHPR
10,1,18,25,41,44,1,11,12,5,1,203,138,17,16,12/28/2020,65,340021,Atrium Health - Cleveland,MHPC
20,7,23,50,56,26,0,6,0,5,0,309,197,16,6,12/5/2020,112,340131,CarolinaEast Medical Center,EHPC
24,2,8,27,31,3,0,1,13,0,7,126,80,6,4,11/22/2020,46,340166,Atrium Health - University,MHPC
22,12,59,22,34,49,0,11,1,8,15,177,124,47,12,12/14/2020,53,340090,Johnston UNC Health Care,CapRAC
14,0,0,6,6,0,0,0,0,0,0,17,12,0,0,12/11/2020,5,341324,The Outer Banks Hospital,EHPC
0,0,0,2,2,0,0,0,0,0,0,6,2,0,0,12/20/2020,4,341320,Alleghany Memorial Hospital,THPC
36,3,10,23,26,24,0,4,4,1,1,113,74,7,3,1/24/2021,39,340145,Atrium Health - Lincoln,MHPC
16,0,0,3,3,10,0,0,0,1,1,61,39,0,0,1/20/2021,22,340069,Wake Medical Center,CapRAC
20,3,6,2,4,3,0,2,0,0,0,18,13,3,2,1/27/2021,5,340159,Person Memorial Hospital,DHPC
48,15,125,115,211,152,2,50,44,14,15,900,786,110,96,1/3/2021,114,340113,Atrium Health - Main,MHPC
12,0,6,8,12,10,0,5,4,1,3,70,59,6,4,11/13/2020,11,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
0,1,4,4,4,18,0,2,1,2,4,49,25,3,0,1/29/2021,24,340188,Cape Fear Valley Hoke Hospital,MCRHC
41,13,22,34,37,12,0,4,1,2,5,149,78,9,3,12/8/2020,71,340017,Pardee Hospital,MAHPC
20,1,23,46,56,46,0,6,0,5,0,309,235,22,10,1/19/2021,74,340131,CarolinaEast Medical Center,EHPC
59,0,10,33,41,38,0,9,4,7,0,246,177,10,8,12/21/2020,69,340171,Novant Health - Matthews,MHPC
2,2,12,18,26,17,1,7,0,0,0,86,55,10,8,11/22/2020,31,340041,UNC- Caldwell Memorial Hospital,THPC
13,0,0,0,0,0,0,0,0,0,0,18,6,0,0,12/14/2020,12,340156,Cherokee Indian Hospital,MAHPC
0,2,25,27,27,35,1,8,0,6,0,295,150,23,0,1/31/2021,145,340050,Southeastern Regional Medical Center,DHPC
54,3,20,8,10,33,0,5,1,5,0,167,121,17,2,1/21/2021,46,340091,Cone Health Wesley Long Hospital,THPC
,,,,,,,,,,,,,,,11/7/2020,,101,Naval Medical Center Camp Lejeune,SHPR
0,2,22,41,51,54,2,11,3,8,0,269,180,20,10,1/14/2021,89,340015,Novant Health - Rowan Medical Center,THPC
0,1,8,22,35,0,0,0,0,0,0,93,57,7,13,12/3/2020,36,342014,Highsmith-Rainey Specialty Hospital,MCRHC
16,3,10,8,12,30,0,3,0,8,0,110,68,7,4,1/7/2021,42,340184,Haywood Hospital,MAHPC
18,0,14,34,35,31,0,7,29,1,10,176,176,14,1,11/29/2020,0,340130,Atrium Health - Union,MHPC
0,1,9,3,3,1,0,0,2,0,0,37,16,8,0,11/1/2020,21,341326,Angel Medical Center,MAHPC
59,0,10,27,38,51,1,7,5,6,0,246,160,10,11,1/10/2021,86,340171,Novant Health - Matthews,MHPC
30,4,112,152,230,185,2,42,22,19,1,1022,820,108,78,1/19/2021,202,340014,Novant Health - Forsyth MC,THPC
69,19,64,51,66,67,2,14,35,3,7,503,361,45,15,12/19/2020,142,340001,Atrium Health - Cabarrus,MHPC
49,1,8,18,22,11,1,0,0,2,0,264,162,7,4,11/13/2020,102,340183,Novant Health - Huntersville,MHPC
44,4,6,6,7,0,0,1,0,0,0,88,47,2,1,11/8/2020,41,340023,Park Ridge Health (Advent Health),MAHPC
30,3,8,10,12,12,0,2,0,1,0,77,44,5,2,12/13/2020,33,340132,Maria Parham Medical Center,DHPC
20,2,16,6,14,32,0,11,0,0,0,138,133,14,8,12/4/2020,5,340126,Wilson Medical Center,EHPC
18,1,14,35,38,35,0,9,29,5,13,176,136,13,3,12/6/2020,40,340130,Atrium Health - Union,MHPC
122,13,74,29,57,84,3,13,32,2,1,552,457,61,28,1/6/2021,95,340091,Cone Health Moses H. Cone Memorial Hospital,THPC
23,0,8,6,9,4,0,4,0,0,0,60,58,8,3,1/31/2021,2,340107,Vidant Edgecombe Hospital,EHPC
8,1,8,5,5,11,0,3,4,6,0,32,26,7,0,12/29/2020,6,340071,Harnett Health - Central Harnett Hospital,CapRAC
0,0,0,2,2,2,0,0,0,2,0,6,4,0,0,1/13/2021,2,341320,Alleghany Memorial Hospital,THPC
30,5,102,162,230,113,8,28,11,14,2,1037,764,97,68,12/5/2020,273,340014,Novant Health - Forsyth MC,THPC
12,1,10,6,13,24,1,6,0,2,0,96,83,9,7,12/9/2020,13,340051,Watauga Medical Center,THPC
20,3,23,50,56,33,0,6,0,12,0,309,228,20,6,12/15/2020,81,340131,CarolinaEast Medical Center,EHPC
13,12,20,24,34,36,0,8,15,2,6,216,150,8,10,1/9/2021,66,340113,Atrium Health - Main,MHPC
5,0,3,10,11,0,0,0,1,0,1,55,47,3,1,11/12/2020,8,340123,Randolph Hospital,THPC
10,4,7,18,18,7,0,0,2,3,0,77,26,3,0,12/14/2020,51,340190,Novant Health - Mint Hill,THPC
0,0,0,0,0,0,0,0,0,0,0,50,22,0,0,1/14/2021,28,340187,WFBMC- Davie MC,THPC
10,0,10,5,9,2,0,5,1,2,1,88,81,10,4,12/3/2020,7,340099,Vidant Roanoke Chowan Hospital,EHPC
44,4,6,6,7,1,0,0,0,0,0,88,41,2,1,11/27/2020,47,340023,Park Ridge Health (Advent Health),MAHPC
54,2,8,5,5,0,0,3,0,1,2,107,105,6,0,11/17/2020,2,340060,UNC Rockingham Hospital,THPC
12,1,6,7,12,17,0,4,9,2,5,70,57,5,5,12/27/2020,13,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
10,4,7,17,18,7,0,0,0,1,0,77,36,3,1,11/27/2020,41,340190,Novant Health - Mint Hill,THPC
29,0,8,15,15,23,0,5,0,3,0,81,75,8,0,12/30/2020,6,340097,Hugh Chatham Memorial Hospital,THPC
0,0,1,3,4,9,0,0,0,1,3,25,20,1,1,1/2/2021,5,340087,McDowell Hospital,MAHPC
29,0,6,17,17,5,0,1,5,2,1,62,55,6,0,12/4/2020,7,340068,Columbus Regional Healthcare System,SHPR
69,14,64,42,59,32,1,11,70,4,22,503,417,50,17,11/10/2020,86,340001,Atrium Health - Cabarrus,MHPC
143,14,65,30,57,100,5,9,14,12,43,634,495,51,27,1/27/2021,139,340028,Cape Fear Valley Medical Center,MCRHC
7,0,9,10,10,5,0,2,2,0,5,34,34,9,0,11/10/2020,0,340120,Vidant Duplin Hospital,EHPC
72,0,8,6,6,10,0,1,0,1,0,53,53,8,0,12/25/2020,0,340020,Central Carolina Hospital,CapRAC
0,0,0,1,1,0,0,0,0,0,0,8,8,0,0,12/21/2020,0,341323,Cannon Hospital,MAHPC
0,2,14,0,9,12,1,5,1,2,0,74,51,12,9,1/20/2021,23,340096,WFBMC - Lexington MC,THPC
0,0,0,15,15,0,0,0,0,0,0,38,14,0,0,12/15/2020,24,340148,Novant Health - Medical Park Hospital,THPC
10,0,7,12,18,22,0,4,1,0,0,77,41,7,6,12/30/2020,36,340190,Novant Health - Mint Hill,THPC
31,0,4,24,24,1,0,0,0,0,0,71,61,4,0,11/16/2020,10,340014,Novant Health - Forsyth MC,THPC
18,1,8,28,36,43,0,7,17,5,3,134,106,7,8,1/22/2021,28,340166,Atrium Health - University,MHPC
10,9,10,10,12,13,1,3,0,0,0,89,72,1,2,1/13/2021,17,340142,Carteret General Hospital,EHPC
2,0,12,19,26,21,0,7,0,1,5,89,68,12,7,12/10/2020,21,340041,UNC- Caldwell Memorial Hospital,THPC
0,8,25,22,27,26,0,5,9,3,0,295,167,17,5,11/4/2020,128,340050,Southeastern Regional Medical Center,DHPC
13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11/29/2020,18,340156,Cherokee Indian Hospital,MAHPC
0,0,0,1,1,0,0,0,0,0,0,8,5,0,0,1/9/2021,3,341323,Cannon Hospital,MAHPC
18,0,6,4,4,4,0,4,0,0,0,31,24,6,0,11/5/2020,7,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
45,16,135,213,295,94,2,30,4,5,9,821,696,119,82,1/7/2021,125,340061,UNC Medical Center,MCRHC
31,0,4,17,24,23,0,3,2,2,0,115,113,4,7,1/5/2021,2,340014,Novant Health - Forsyth MC,THPC
13,0,0,0,0,0,0,0,0,0,0,18,3,0,0,12/2/2020,15,340156,Cherokee Indian Hospital,MAHPC
46,15,134,223,295,90,1,31,4,6,22,819,631,119,72,1/2/2021,188,340061,UNC Medical Center,MCRHC
0,0,27,26,47,110,1,14,0,5,0,406,380,27,21,1/18/2021,26,340032,CaroMont Health,MHPC
1,0,0,2,2,0,0,0,0,0,0,17,10,0,0,1/16/2021,7,341305,Swain Hospital,MAHPC
21,1,12,22,26,34,0,8,0,2,3,126,76,11,4,1/25/2021,50,340041,UNC- Caldwell Memorial Hospital,THPC
18,0,8,26,35,40,2,6,17,2,3,134,95,8,9,1/9/2021,39,340166,Atrium Health - University,MHPC
59,0,10,30,51,38,0,4,2,6,0,246,165,10,21,12/27/2020,81,340171,Novant Health - Matthews,MHPC
10,1,18,26,42,18,0,5,32,0,17,203,109,17,16,11/13/2020,94,340021,Atrium Health - Cleveland,MHPC
6,0,0,10,10,1,0,0,2,0,0,59,37,0,0,11/25/2020,22,340037,Atrium Health - Kings Mountain,MHPC
7,0,0,4,4,0,0,0,1,0,0,18,10,0,0,11/29/2020,8,341307,Pender Memorial Hospital,SHPR
429,22,74,82,120,76,2,16,3,14,35,685,536,52,38,1/16/2021,149,340141,New Hanover Regional MC,SHPR
0,0,0,0,0,0,0,0,0,0,0,50,25,0,0,1/25/2021,25,340187,WFBMC- Davie MC,THPC
10,6,10,16,16,1,0,1,4,0,1,84,39,4,0,11/1/2020,45,340119,Atrium Health - Stanly,MHPC
9,0,0,3,3,0,0,0,0,0,0,16,15,0,0,1/5/2021,1,341314,Washington Regional Medical Center,EHPC
51,2,16,9,21,52,0,11,0,11,0,154,122,14,12,12/6/2020,32,340039,Iredell Health System,THPC
11,6,13,21,25,12,0,5,1,0,0,155,83,7,4,11/18/2020,72,340085,Novant Health - Thomasville MC,THPC
30,4,110,143,230,176,2,38,13,18,0,986,798,106,87,1/9/2021,188,340014,Novant Health - Forsyth MC,THPC
54,1,8,5,4,0,0,3,5,2,3,107,106,7,-1,12/4/2020,1,340060,UNC Rockingham Hospital,THPC
0,13,117,37,91,95,3,36,24,19,19,768,576,104,54,12/19/2020,192,340002,Mission Health Hospital,MAHPC
10,5,10,11,12,0,0,2,0,0,0,89,70,5,1,11/12/2020,19,340142,Carteret General Hospital,EHPC
7,0,0,4,4,0,0,0,0,0,0,25,7,0,0,1/27/2021,18,341327,Dosher Memorial Hospital,SHPR
41,13,22,33,37,30,0,4,3,5,7,153,95,9,4,1/14/2021,58,340017,Pardee Hospital,MAHPC
51,1,16,9,21,48,0,10,0,10,0,154,107,15,12,1/13/2021,47,340039,Iredell Health System,THPC
0,5,8,6,8,6,0,1,0,0,0,110,29,3,2,12/25/2020,81,340064,WFBMC - Wilkes Regional MC,THPC
65,0,12,16,17,12,0,1,0,3,0,170,159,12,1,11/18/2020,11,340173,Wake Medical Center Cary,CapRAC
0,3,32,25,47,76,0,11,0,3,0,411,302,29,22,1/27/2021,109,340032,CaroMont Health,MHPC
0,2,4,4,4,15,0,2,3,1,2,49,19,2,0,1/30/2021,30,340188,Cape Fear Valley Hoke Hospital,MCRHC
4,3,8,6,6,6,0,3,0,0,0,53,19,5,0,12/26/2020,34,340115,FirstHealth Richmond Memorial Hospital,MCRHC
11,0,0,2,2,0,0,0,0,0,0,12,7,0,0,12/22/2020,5,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
12,0,6,7,12,0,0,5,3,0,2,68,63,6,5,11/11/2020,5,340071,Harnett Health - Betsy Johnson Hospital,CapRAC
0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,1/22/2021,0,341316,Highlands Cashiers Hospital,MAHPC
0,0,0,15,15,0,0,0,0,0,0,38,11,0,0,1/17/2021,27,340148,Novant Health - Medical Park Hospital,THPC
0,4,4,4,4,0,0,0,3,0,2,49,12,0,0,11/5/2020,37,340188,Cape Fear Valley Hoke Hospital,MCRHC
136,3,76,84,123,128,0,33,9,2,9,588,513,73,39,1/19/2021,75,340069,Wake Medical Center,CapRAC
13,0,0,0,0,0,0,0,0,0,0,18,4,0,0,12/15/2020,14,340156,Cherokee Indian Hospital,MAHPC
0,0,4,3,3,3,0,0,0,1,1,27,22,4,0,1/8/2021,5,341315,Cape Fear Valley Bladen Hospital,SHPR
4,1,8,5,6,12,0,6,0,4,0,53,37,7,1,12/15/2020,16,340115,FirstHealth Richmond Memorial Hospital,MCRHC
0,0,10,16,17,18,0,4,0,3,0,78,73,10,1,1/12/2021,5,340003,Northern Regional Hospital,THPC
2,43,181,116,134,85,1,37,6,14,19,492,373,138,18,1/16/2021,119,340114,UNC Rex Hospital,MCRHC
11,0,13,17,25,25,1,8,1,3,0,150,90,13,8,1/14/2021,60,340085,Novant Health - Thomasville MC,THPC
44,16,121,104,188,51,2,18,62,7,21,871,786,105,84,11/7/2020,85,340113,Atrium Health - Main,MHPC
49,0,0,6,6,3,1,0,0,3,0,27,19,0,0,1/11/2021,8,341325,Ashe Memorial Hospital,THPC
18,5,30,46,52,28,2,9,35,1,12,281,240,25,6,11/20/2020,41,340098,Atrium Health - Pineville,MHPC
,,,,,,,,,,,,,,,12/27/2020,,101,Naval Medical Center Camp Lejeune,SHPR
0,4,14,29,41,23,0,0,0,1,0,261,118,10,12,1/20/2021,143,340027,UNC Lenoir Hospital,EHPC
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12/18/2020,0,341316,Highlands Cashiers Hospital,MAHPC
14,0,0,6,6,3,0,0,0,2,0,17,12,0,0,1/1/2021,5,341324,The Outer Banks Hospital,EHPC
5,1,9,8,12,0,0,8,0,0,0,95,59,8,4,12/24/2020,36,340016,Harris Hosptial,MAHPC
136,5,76,75,123,105,2,30,4,0,9,588,498,71,48,1/2/2021,90,340069,Wake Medical Center,CapRAC
44,12,121,107,188,54,0,18,75,6,23,871,801,109,81,11/9/2020,70,340113,Atrium Health - Main,MHPC
18,1,14,32,38,30,0,9,30,4,9,176,129,13,6,12/2/2020,47,340130,Atrium Health - Union,MHPC
29,2,8,12,15,21,0,6,0,3,0,81,58,6,3,1/25/2021,23,340097,Hugh Chatham Memorial Hospital,THPC
37,1,12,8,20,29,0,6,0,1,0,142,135,11,12,1/19/2021,7,340042,Onslow Memorial Hospital,EHPC
59,0,10,25,38,53,1,8,2,5,1,246,183,10,13,1/7/2021,63,340171,Novant Health - Matthews,MHPC
18,3,14,33,38,22,1,4,33,3,8,176,109,11,5,11/20/2020,67,340130,Atrium Health - Union,MHPC
5,0,0,2,1,0,0,0,0,0,0,12,10,0,-1,12/5/2020,2,341314,Washington Regional Medical Center,EHPC
11,0,0,2,2,2,0,0,0,0,0,12,8,0,0,1/20/2021,4,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
23,0,8,6,9,3,0,4,0,3,0,60,60,8,3,11/29/2020,0,340107,Vidant Edgecombe Hospital,EHPC
,,,,,,,,,,,,,,,11/21/2020,,100,Durham VA,DHPC
,,,,,,,,,,,,,,,1/29/2021,,100,Durham VA,DHPC
0,3,6,2,2,3,0,1,0,1,0,19,18,3,0,12/14/2020,1,341322,St. Lukes Hospital,MAHPC
0,39,117,42,91,123,3,41,19,22,15,767,569,78,49,1/16/2021,198,340002,Mission Health Hospital,MAHPC
18,0,30,35,54,77,2,21,22,8,12,281,232,30,19,12/31/2020,49,340098,Atrium Health - Pineville,MHPC
16,2,10,10,12,7,0,2,1,2,1,110,73,8,2,11/23/2020,37,340184,Haywood Hospital,MAHPC
23,1,6,4,4,3,0,1,0,0,0,31,15,5,0,12/8/2020,16,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
30,6,112,161,230,80,3,25,17,11,1,1037,758,106,69,11/17/2020,279,340014,Novant Health - Forsyth MC,THPC
37,0,12,4,14,33,0,7,0,2,0,142,134,12,10,12/27/2020,8,340042,Onslow Memorial Hospital,EHPC
429,19,74,78,120,74,6,20,5,14,21,707,562,55,42,1/12/2021,145,340141,New Hanover Regional MC,SHPR
16,2,10,6,12,20,0,7,0,7,0,110,73,8,6,1/13/2021,37,340184,Haywood Hospital,MAHPC
0,0,0,2,2,0,0,0,0,0,0,6,2,0,0,1/31/2021,4,341320,Alleghany Memorial Hospital,THPC
57,4,12,10,10,3,0,0,2,0,0,53,42,8,0,12/1/2020,11,340091,Cone Health Annie Penn Hospital,THPC
53,6,17,31,43,31,0,2,5,3,7,260,141,11,12,12/10/2020,119,340010,Wayne UNC Health Care,EHPC
136,14,76,98,123,32,0,10,0,0,2,520,416,62,25,11/6/2020,104,340069,Wake Medical Center,CapRAC
11,0,0,2,2,2,0,0,0,0,0,12,4,0,0,12/8/2020,8,341303,FirstHealth Montgomery Memorial Hospital,MCRHC
44,3,6,6,7,1,0,0,0,0,0,88,46,3,1,12/1/2020,42,340023,Park Ridge Health (Advent Health),MAHPC
32,10,21,43,45,28,0,3,0,5,9,277,120,11,2,12/19/2020,157,340147,Nash Health Care System,EHPC
0,2,8,20,35,0,0,0,0,0,0,93,57,6,15,12/25/2020,36,342014,Highsmith-Rainey Specialty Hospital,MCRHC
13,0,0,0,0,0,0,0,0,0,0,18,4,0,0,12/16/2020,14,340156,Cherokee Indian Hospital,MAHPC
7,0,0,4,4,1,0,0,0,0,0,18,15,0,0,1/16/2021,3,341307,Pender Memorial Hospital,SHPR
1,2,20,17,22,29,0,0,9,9,0,181,128,18,5,12/10/2020,53,340070,Alamance Regional Medical Center,MCRHC
7,0,0,4,4,1,0,0,0,0,0,18,17,0,0,1/29/2021,1,341307,Pender Memorial Hospital,SHPR
0,2,8,0,8,9,0,2,1,1,0,109,44,6,8,11/29/2020,65,340064,WFBMC - Wilkes Regional MC,THPC
5,0,0,9,11,5,0,0,3,1,2,43,35,0,2,1/7/2021,8,340123,Randolph Hospital,THPC
12,3,12,10,11,9,0,2,1,2,0,97,49,9,1,11/21/2020,48,340129,Lake Norman Regional Medical Center,MHPC
281,12,48,106,189,53,0,10,5,5,0,795,615,36,83,11/16/2020,180,340053,Novant Health - Presbyterian,MHPC
0,1,8,23,35,0,0,0,0,0,0,93,57,7,12,11/26/2020,36,342014,Highsmith-Rainey Specialty Hospital,MCRHC
0,4,4,3,3,3,0,0,0,0,0,27,20,0,0,12/21/2020,7,341315,Cape Fear Valley Bladen Hospital,SHPR
0,0,0,1,1,1,0,0,0,1,0,14,6,0,0,12/14/2020,8,341317,LifeBright Community Hospital of Stokes,THPC
0,4,10,4,9,9,0,3,6,3,5,125,53,6,5,1/31/2021,72,340013,Rutherford Regional Hospital,MAHPC
10,3,6,8,8,2,0,3,0,2,0,48,37,3,0,11/8/2020,11,340127,Granville Health System,DHPC
13,0,0,0,0,1,0,0,0,2,0,18,8,0,0,1/20/2021,10,340156,Cherokee Indian Hospital,MAHPC
32,6,21,40,45,54,1,5,0,12,18,277,148,15,5,1/8/2021,129,340147,Nash Health Care System,EHPC
0,1,8,17,35,0,0,0,0,0,0,93,55,7,18,1/20/2021,38,342014,Highsmith-Rainey Specialty Hospital,MCRHC
12,0,10,6,13,27,0,6,0,4,0,96,86,10,7,12/8/2020,10,340051,Watauga Medical Center,THPC
10,5,10,11,12,13,0,2,3,2,0,89,68,5,1,1/10/2021,21,340142,Carteret General Hospital,EHPC
6,0,0,19,19,1,0,0,3,0,0,59,34,0,0,11/27/2020,25,340037,Atrium Health - Kings Mountain,MHPC
10,5,10,16,16,0,0,0,14,0,7,84,53,5,0,11/3/2020,31,340119,Atrium Health - Stanly,MHPC
0,2,4,4,4,17,0,1,5,5,3,49,21,2,0,1/9/2021,28,340188,Cape Fear Valley Hoke Hospital,MCRHC
4,3,8,6,6,5,0,2,0,2,1,53,19,5,0,1/2/2021,34,340115,FirstHealth Richmond Memorial Hospital,MCRHC
0,0,0,1,1,1,0,0,0,0,0,8,5,0,0,1/16/2021,3,340115,FirstHealth Moore Regional Hospital - Hoke Campus,MCRHC
31,0,4,21,24,19,1,3,0,1,0,115,113,4,3,12/28/2020,2,340014,Novant Health - Forsyth MC,THPC
10,0,7,17,18,7,0,0,1,2,0,77,45,7,1,11/21/2020,32,340190,Novant Health - Mint Hill,THPC
20,0,12,9,17,97,4,12,1,11,0,96,96,12,8,1/19/2021,0,340091,Women's Hospital,THPC
12,8,10,10,13,12,0,5,0,1,0,96,72,2,3,12/20/2020,24,340051,Watauga Medical Center,THPC
12,0,4,4,4,9,0,4,0,0,0,29,26,4,0,1/11/2021,3,341318,Vidant Chowan Hospital,EHPC
10,4,10,15,16,7,0,0,9,0,3,84,31,6,1,11/21/2020,53,340119,Atrium Health - Stanly,MHPC
7,0,0,4,4,1,0,0,0,0,0,18,15,0,0,1/17/2021,3,341307,Pender Memorial Hospital,SHPR
0,0,6,4,4,13,0,0,0,0,0,31,30,6,0,1/12/2021,1,341328,Murphy Medical Center Erlanger Western Carolina Hospital,MAHPC
177,18,116,59,127,79,0,24,7,11,1,791,619,98,68,1/11/2021,172,340047,Wake Forest Baptist MC – Winston Campus,THPC
20,4,23,51,56,35,0,9,0,8,0,309,207,19,5,12/7/2020,102,340131,CarolinaEast Medical Center,EHPC
,,,,,,,,,,,,,,,12/23/2020,,101,Naval Medical Center Camp Lejeune,SHPR
